sample_index,file_name,mapped_label,raw_label,repetition,official_split
803,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_04.npy,40,41,4,train
804,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_05.npy,40,41,5,train
805,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_06.npy,40,41,6,train
806,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_07.npy,40,41,7,train
807,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_08.npy,40,41,8,train
808,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_09.npy,40,41,9,train
809,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_10.npy,40,41,10,train
810,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_11.npy,40,41,11,train
811,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_12.npy,40,41,12,train
812,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_13.npy,40,41,13,validation
813,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_14.npy,40,41,14,validation
814,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_15.npy,40,41,15,validation
815,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_16.npy,40,41,16,validation
816,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_17.npy,40,41,17,test
817,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_18.npy,40,41,18,test
818,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_19.npy,40,41,19,test
819,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_41_20.npy,40,41,20,test
820,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_01.npy,41,42,1,train
821,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_02.npy,41,42,2,train
822,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_03.npy,41,42,3,train
823,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_04.npy,41,42,4,train
824,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_05.npy,41,42,5,train
825,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_06.npy,41,42,6,train
826,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_07.npy,41,42,7,train
827,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_08.npy,41,42,8,train
828,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_09.npy,41,42,9,train
829,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_10.npy,41,42,10,train
830,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_11.npy,41,42,11,train
831,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_12.npy,41,42,12,train
832,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_13.npy,41,42,13,validation
833,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_14.npy,41,42,14,validation
834,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_15.npy,41,42,15,validation
835,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_16.npy,41,42,16,validation
836,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_17.npy,41,42,17,test
837,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_18.npy,41,42,18,test
838,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_19.npy,41,42,19,test
839,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_42_20.npy,41,42,20,test
840,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_01.npy,42,43,1,train
841,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_02.npy,42,43,2,train
842,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_03.npy,42,43,3,train
843,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_04.npy,42,43,4,train
844,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_05.npy,42,43,5,train
845,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_06.npy,42,43,6,train
846,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_07.npy,42,43,7,train
847,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_08.npy,42,43,8,train
848,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_09.npy,42,43,9,train
849,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_10.npy,42,43,10,train
850,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_11.npy,42,43,11,train
851,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_12.npy,42,43,12,train
852,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_13.npy,42,43,13,validation
853,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_14.npy,42,43,14,validation
854,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_15.npy,42,43,15,validation
855,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_16.npy,42,43,16,validation
856,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_17.npy,42,43,17,test
857,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_18.npy,42,43,18,test
858,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_19.npy,42,43,19,test
859,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_43_20.npy,42,43,20,test
860,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_01.npy,43,44,1,train
861,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_02.npy,43,44,2,train
862,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_03.npy,43,44,3,train
863,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_04.npy,43,44,4,train
864,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_05.npy,43,44,5,train
865,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_06.npy,43,44,6,train
866,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_07.npy,43,44,7,train
867,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_08.npy,43,44,8,train
868,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_09.npy,43,44,9,train
869,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_10.npy,43,44,10,train
870,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_11.npy,43,44,11,train
871,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_12.npy,43,44,12,train
872,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_13.npy,43,44,13,validation
873,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_14.npy,43,44,14,validation
874,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_15.npy,43,44,15,validation
875,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_16.npy,43,44,16,validation
876,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_17.npy,43,44,17,test
877,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_18.npy,43,44,18,test
878,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_19.npy,43,44,19,test
879,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_44_20.npy,43,44,20,test
880,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_01.npy,44,45,1,train
881,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_02.npy,44,45,2,train
882,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_03.npy,44,45,3,train
883,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_04.npy,44,45,4,train
884,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_05.npy,44,45,5,train
885,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_06.npy,44,45,6,train
886,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_07.npy,44,45,7,train
887,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_08.npy,44,45,8,train
888,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_09.npy,44,45,9,train
889,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_10.npy,44,45,10,train
890,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_11.npy,44,45,11,train
891,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_12.npy,44,45,12,train
892,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_13.npy,44,45,13,validation
893,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_14.npy,44,45,14,validation
894,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_15.npy,44,45,15,validation
895,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_16.npy,44,45,16,validation
896,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_17.npy,44,45,17,test
897,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_18.npy,44,45,18,test
898,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_19.npy,44,45,19,test
899,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_45_20.npy,44,45,20,test
900,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_01.npy,45,46,1,train
901,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_02.npy,45,46,2,train
902,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_03.npy,45,46,3,train
903,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_04.npy,45,46,4,train
904,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_05.npy,45,46,5,train
905,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_06.npy,45,46,6,train
906,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_07.npy,45,46,7,train
907,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_08.npy,45,46,8,train
908,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_09.npy,45,46,9,train
909,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_10.npy,45,46,10,train
910,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_11.npy,45,46,11,train
911,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_12.npy,45,46,12,train
912,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_13.npy,45,46,13,validation
913,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_14.npy,45,46,14,validation
914,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_15.npy,45,46,15,validation
915,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_16.npy,45,46,16,validation
916,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_17.npy,45,46,17,test
917,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_18.npy,45,46,18,test
918,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_19.npy,45,46,19,test
919,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_46_20.npy,45,46,20,test
920,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_01.npy,46,47,1,train
921,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_02.npy,46,47,2,train
922,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_03.npy,46,47,3,train
923,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_04.npy,46,47,4,train
924,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_05.npy,46,47,5,train
925,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_06.npy,46,47,6,train
926,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_07.npy,46,47,7,train
927,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_08.npy,46,47,8,train
928,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_09.npy,46,47,9,train
929,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_10.npy,46,47,10,train
930,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_11.npy,46,47,11,train
931,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_12.npy,46,47,12,train
932,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_13.npy,46,47,13,validation
933,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_14.npy,46,47,14,validation
934,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_15.npy,46,47,15,validation
935,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_16.npy,46,47,16,validation
936,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_17.npy,46,47,17,test
937,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_18.npy,46,47,18,test
938,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_19.npy,46,47,19,test
939,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_47_20.npy,46,47,20,test
940,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_01.npy,47,48,1,train
941,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_02.npy,47,48,2,train
942,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_03.npy,47,48,3,train
943,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_04.npy,47,48,4,train
944,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_05.npy,47,48,5,train
945,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_06.npy,47,48,6,train
946,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_07.npy,47,48,7,train
947,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_08.npy,47,48,8,train
948,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_09.npy,47,48,9,train
949,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_10.npy,47,48,10,train
950,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_11.npy,47,48,11,train
951,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_12.npy,47,48,12,train
952,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_13.npy,47,48,13,validation
953,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_14.npy,47,48,14,validation
954,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_15.npy,47,48,15,validation
955,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_16.npy,47,48,16,validation
956,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_17.npy,47,48,17,test
957,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_18.npy,47,48,18,test
958,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_19.npy,47,48,19,test
959,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_48_20.npy,47,48,20,test
960,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_01.npy,48,49,1,train
961,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_02.npy,48,49,2,train
962,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_03.npy,48,49,3,train
963,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_04.npy,48,49,4,train
964,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_05.npy,48,49,5,train
965,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_06.npy,48,49,6,train
966,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_07.npy,48,49,7,train
967,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_08.npy,48,49,8,train
968,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_09.npy,48,49,9,train
969,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_10.npy,48,49,10,train
970,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_11.npy,48,49,11,train
971,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_12.npy,48,49,12,train
972,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_13.npy,48,49,13,validation
973,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_14.npy,48,49,14,validation
974,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_15.npy,48,49,15,validation
975,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_16.npy,48,49,16,validation
976,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_17.npy,48,49,17,test
977,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_18.npy,48,49,18,test
978,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_19.npy,48,49,19,test
979,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_49_20.npy,48,49,20,test
980,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_01.npy,49,50,1,train
981,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_02.npy,49,50,2,train
982,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_03.npy,49,50,3,train
983,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_04.npy,49,50,4,train
984,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_05.npy,49,50,5,train
985,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_06.npy,49,50,6,train
986,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_07.npy,49,50,7,train
987,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_08.npy,49,50,8,train
988,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_09.npy,49,50,9,train
989,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_10.npy,49,50,10,train
990,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_11.npy,49,50,11,train
991,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_12.npy,49,50,12,train
992,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_13.npy,49,50,13,validation
993,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_14.npy,49,50,14,validation
994,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_15.npy,49,50,15,validation
995,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_16.npy,49,50,16,validation
996,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_17.npy,49,50,17,test
997,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_18.npy,49,50,18,test
998,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_19.npy,49,50,19,test
999,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_50_20.npy,49,50,20,test
1000,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_01.npy,50,51,1,train
1001,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_02.npy,50,51,2,train
1002,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_03.npy,50,51,3,train
1003,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_04.npy,50,51,4,train
1004,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_05.npy,50,51,5,train
1005,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_06.npy,50,51,6,train
1006,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_07.npy,50,51,7,train
1007,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_08.npy,50,51,8,train
1008,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_09.npy,50,51,9,train
1009,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_10.npy,50,51,10,train
1010,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_11.npy,50,51,11,train
1011,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_12.npy,50,51,12,train
1012,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_13.npy,50,51,13,validation
1013,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_14.npy,50,51,14,validation
1014,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_15.npy,50,51,15,validation
1015,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_16.npy,50,51,16,validation
1016,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_17.npy,50,51,17,test
1017,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_18.npy,50,51,18,test
1018,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_19.npy,50,51,19,test
1019,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_51_20.npy,50,51,20,test
1020,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_01.npy,51,52,1,train
1021,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_02.npy,51,52,2,train
1022,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_03.npy,51,52,3,train
1023,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_04.npy,51,52,4,train
1024,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_05.npy,51,52,5,train
1025,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_06.npy,51,52,6,train
1026,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_07.npy,51,52,7,train
1027,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_08.npy,51,52,8,train
1028,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_09.npy,51,52,9,train
1029,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_10.npy,51,52,10,train
1030,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_11.npy,51,52,11,train
1031,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_12.npy,51,52,12,train
1032,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_13.npy,51,52,13,validation
1033,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_14.npy,51,52,14,validation
1034,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_15.npy,51,52,15,validation
1035,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_16.npy,51,52,16,validation
1036,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_17.npy,51,52,17,test
1037,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_18.npy,51,52,18,test
1038,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_19.npy,51,52,19,test
1039,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_52_20.npy,51,52,20,test
1040,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_01.npy,52,53,1,train
1041,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_02.npy,52,53,2,train
1042,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_03.npy,52,53,3,train
1043,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_04.npy,52,53,4,train
1044,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_05.npy,52,53,5,train
1045,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_06.npy,52,53,6,train
1046,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_07.npy,52,53,7,train
1047,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_08.npy,52,53,8,train
1048,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_09.npy,52,53,9,train
1049,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_10.npy,52,53,10,train
1050,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_11.npy,52,53,11,train
1051,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_12.npy,52,53,12,train
1052,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_13.npy,52,53,13,validation
1053,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_14.npy,52,53,14,validation
1054,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_15.npy,52,53,15,validation
1055,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_16.npy,52,53,16,validation
1056,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_17.npy,52,53,17,test
1057,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_18.npy,52,53,18,test
1058,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_19.npy,52,53,19,test
1059,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_53_20.npy,52,53,20,test
1060,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_01.npy,53,54,1,train
1061,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_02.npy,53,54,2,train
1062,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_03.npy,53,54,3,train
1063,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_04.npy,53,54,4,train
1064,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_05.npy,53,54,5,train
1065,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_06.npy,53,54,6,train
1066,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_07.npy,53,54,7,train
1067,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_08.npy,53,54,8,train
1068,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_09.npy,53,54,9,train
1069,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_10.npy,53,54,10,train
1070,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_11.npy,53,54,11,train
1071,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_12.npy,53,54,12,train
1072,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_13.npy,53,54,13,validation
1073,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_14.npy,53,54,14,validation
1074,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_15.npy,53,54,15,validation
1075,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_16.npy,53,54,16,validation
1076,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_17.npy,53,54,17,test
1077,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_18.npy,53,54,18,test
1078,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_19.npy,53,54,19,test
1079,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_54_20.npy,53,54,20,test
1080,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_55_01.npy,54,55,1,train
1081,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_55_02.npy,54,55,2,train
1082,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_55_03.npy,54,55,3,train
1083,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_55_04.npy,54,55,4,train
1084,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_55_05.npy,54,55,5,train
